Image File Name,Label
transfer_1_negative_normalizedcut7_rot270vertmirror_combined.jpg,negative
transfer_1_negative_normalizedcut8_rot90vertmirror_combined.jpg,negative
transfer_1_negative_normalizedcut8_rot180vertmirror_combined.jpg,negative
transfer_1_negative_normalizedcut8_rot270vertmirror_combined.jpg,negative
transfer_1_positive_normalizedcut9_rot90vertmirror_combined.jpg,positive
transfer_1_positive_normalizedcut9_rot180vertmirror_combined.jpg,positive
transfer_1_positive_normalizedcut9_rot270vertmirror_combined.jpg,positive
transfer_1_negative_normalizedcut10_rot90vertmirror_combined.jpg,negative
transfer_1_negative_normalizedcut10_rot180vertmirror_combined.jpg,negative
transfer_1_negative_normalizedcut10_rot270vertmirror_combined.jpg,negative
transfer_2_transfer_2positive_whole_combined.jpg,positive
transfer_2_negative_normalizedcut1_combined.jpg,negative
transfer_2_negative_normalizedcut2_combined.jpg,negative
transfer_2_negative_normalizedcut3_combined.jpg,negative
transfer_2_positive_normalizedcut4_combined.jpg,positive
transfer_2_negative_normalizedcut5_combined.jpg,negative
transfer_2_negative_normalizedcut6_combined.jpg,negative
transfer_2_negative_normalizedcut7_combined.jpg,negative
transfer_2_negative_normalizedcut8_combined.jpg,negative
transfer_2_positive_normalizedcut9_combined.jpg,positive
transfer_2_positive_normalizedcut10_combined.jpg,positive
transfer_2_transfer_2positive_whole_rot90_combined.jpg,positive
transfer_2_transfer_2positive_whole_rot180_combined.jpg,positive
transfer_2_transfer_2positive_whole_rot270_combined.jpg,positive
transfer_2_negative_normalizedcut1_rot90_combined.jpg,negative
transfer_2_negative_normalizedcut1_rot180_combined.jpg,negative
transfer_2_negative_normalizedcut1_rot270_combined.jpg,negative
transfer_2_negative_normalizedcut2_rot90_combined.jpg,negative
transfer_2_negative_normalizedcut2_rot180_combined.jpg,negative
transfer_2_negative_normalizedcut2_rot270_combined.jpg,negative
transfer_2_negative_normalizedcut3_rot90_combined.jpg,negative
transfer_2_negative_normalizedcut3_rot180_combined.jpg,negative
transfer_2_negative_normalizedcut3_rot270_combined.jpg,negative
transfer_2_positive_normalizedcut4_rot90_combined.jpg,positive
transfer_2_positive_normalizedcut4_rot180_combined.jpg,positive
transfer_2_positive_normalizedcut4_rot270_combined.jpg,positive
transfer_2_negative_normalizedcut5_rot90_combined.jpg,negative
transfer_2_negative_normalizedcut5_rot180_combined.jpg,negative
transfer_2_negative_normalizedcut5_rot270_combined.jpg,negative
transfer_2_negative_normalizedcut6_rot90_combined.jpg,negative
transfer_2_negative_normalizedcut6_rot180_combined.jpg,negative
transfer_2_negative_normalizedcut6_rot270_combined.jpg,negative
transfer_2_negative_normalizedcut7_rot90_combined.jpg,negative
transfer_2_negative_normalizedcut7_rot180_combined.jpg,negative
transfer_2_negative_normalizedcut7_rot270_combined.jpg,negative
transfer_2_negative_normalizedcut8_rot90_combined.jpg,negative
transfer_2_negative_normalizedcut8_rot180_combined.jpg,negative
transfer_2_negative_normalizedcut8_rot270_combined.jpg,negative
transfer_2_positive_normalizedcut9_rot90_combined.jpg,positive
transfer_2_positive_normalizedcut9_rot180_combined.jpg,positive
transfer_2_positive_normalizedcut9_rot270_combined.jpg,positive
transfer_2_positive_normalizedcut10_rot90_combined.jpg,positive
transfer_2_positive_normalizedcut10_rot180_combined.jpg,positive
transfer_2_positive_normalizedcut10_rot270_combined.jpg,positive
transfer_2_transfer_2positive_wholevertmirror_combined.jpg,positive
transfer_2_negative_normalizedcut1vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut2vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut3vertmirror_combined.jpg,negative
transfer_2_positive_normalizedcut4vertmirror_combined.jpg,positive
transfer_2_negative_normalizedcut5vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut6vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut7vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut8vertmirror_combined.jpg,negative
transfer_2_positive_normalizedcut9vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut10vertmirror_combined.jpg,positive
transfer_2_transfer_2positive_whole_rot90vertmirror_combined.jpg,positive
transfer_2_transfer_2positive_whole_rot180vertmirror_combined.jpg,positive
transfer_2_transfer_2positive_whole_rot270vertmirror_combined.jpg,positive
transfer_2_negative_normalizedcut1_rot90vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut1_rot180vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut1_rot270vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut2_rot90vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut2_rot180vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut2_rot270vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut3_rot90vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut3_rot180vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut3_rot270vertmirror_combined.jpg,negative
transfer_2_positive_normalizedcut4_rot90vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut4_rot180vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut4_rot270vertmirror_combined.jpg,positive
transfer_2_negative_normalizedcut5_rot90vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut5_rot180vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut5_rot270vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut6_rot90vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut6_rot180vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut6_rot270vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut7_rot90vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut7_rot180vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut7_rot270vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut8_rot90vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut8_rot180vertmirror_combined.jpg,negative
transfer_2_negative_normalizedcut8_rot270vertmirror_combined.jpg,negative
transfer_2_positive_normalizedcut9_rot90vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut9_rot180vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut9_rot270vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut10_rot90vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut10_rot180vertmirror_combined.jpg,positive
transfer_2_positive_normalizedcut10_rot270vertmirror_combined.jpg,positive
transfer_3_transfer_3positive_whole_combined.jpg,positive
transfer_3_negative_normalizedcut1_combined.jpg,negative
transfer_3_negative_normalizedcut2_combined.jpg,negative
transfer_3_negative_normalizedcut3_combined.jpg,negative
transfer_3_positive_normalizedcut4_combined.jpg,positive
transfer_3_negative_normalizedcut5_combined.jpg,negative
transfer_3_negative_normalizedcut6_combined.jpg,negative
transfer_3_negative_normalizedcut7_combined.jpg,negative
transfer_3_negative_normalizedcut8_combined.jpg,negative
transfer_3_positive_normalizedcut9_combined.jpg,positive
transfer_3_negative_normalizedcut10_combined.jpg,negative
transfer_3_transfer_3positive_whole_rot90_combined.jpg,positive
transfer_3_transfer_3positive_whole_rot180_combined.jpg,positive
transfer_3_transfer_3positive_whole_rot270_combined.jpg,positive
transfer_3_negative_normalizedcut1_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut1_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut1_rot270_combined.jpg,negative
transfer_3_negative_normalizedcut2_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut2_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut2_rot270_combined.jpg,negative
transfer_3_negative_normalizedcut3_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut3_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut3_rot270_combined.jpg,negative
transfer_3_positive_normalizedcut4_rot90_combined.jpg,positive
transfer_3_positive_normalizedcut4_rot180_combined.jpg,positive
transfer_3_positive_normalizedcut4_rot270_combined.jpg,positive
transfer_3_negative_normalizedcut5_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut5_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut5_rot270_combined.jpg,negative
transfer_3_negative_normalizedcut6_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut6_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut6_rot270_combined.jpg,negative
transfer_3_negative_normalizedcut7_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut7_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut7_rot270_combined.jpg,negative
transfer_3_negative_normalizedcut8_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut8_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut8_rot270_combined.jpg,negative
transfer_3_positive_normalizedcut9_rot90_combined.jpg,positive
transfer_3_positive_normalizedcut9_rot180_combined.jpg,positive
transfer_3_positive_normalizedcut9_rot270_combined.jpg,positive
transfer_3_negative_normalizedcut10_rot90_combined.jpg,negative
transfer_3_negative_normalizedcut10_rot180_combined.jpg,negative
transfer_3_negative_normalizedcut10_rot270_combined.jpg,negative
transfer_3_transfer_3positive_wholevertmirror_combined.jpg,positive
transfer_3_negative_normalizedcut1vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut2vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut3vertmirror_combined.jpg,negative
transfer_3_positive_normalizedcut4vertmirror_combined.jpg,positive
transfer_3_negative_normalizedcut5vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut6vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut7vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut8vertmirror_combined.jpg,negative
transfer_3_positive_normalizedcut9vertmirror_combined.jpg,positive
transfer_3_negative_normalizedcut10vertmirror_combined.jpg,negative
transfer_3_transfer_3positive_whole_rot90vertmirror_combined.jpg,positive
transfer_3_transfer_3positive_whole_rot180vertmirror_combined.jpg,positive
transfer_3_transfer_3positive_whole_rot270vertmirror_combined.jpg,positive
transfer_3_negative_normalizedcut1_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut1_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut1_rot270vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut2_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut2_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut2_rot270vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut3_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut3_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut3_rot270vertmirror_combined.jpg,negative
transfer_3_positive_normalizedcut4_rot90vertmirror_combined.jpg,positive
transfer_3_positive_normalizedcut4_rot180vertmirror_combined.jpg,positive
transfer_3_positive_normalizedcut4_rot270vertmirror_combined.jpg,positive
transfer_3_negative_normalizedcut5_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut5_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut5_rot270vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut6_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut6_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut6_rot270vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut7_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut7_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut7_rot270vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut8_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut8_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut8_rot270vertmirror_combined.jpg,negative
transfer_3_positive_normalizedcut9_rot90vertmirror_combined.jpg,positive
transfer_3_positive_normalizedcut9_rot180vertmirror_combined.jpg,positive
transfer_3_positive_normalizedcut9_rot270vertmirror_combined.jpg,positive
transfer_3_negative_normalizedcut10_rot90vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut10_rot180vertmirror_combined.jpg,negative
transfer_3_negative_normalizedcut10_rot270vertmirror_combined.jpg,negative
transfer_4_transfer_4positive_whole_combined.jpg,positive
transfer_4_negative_normalizedcut1_combined.jpg,negative
transfer_4_negative_normalizedcut2_combined.jpg,negative
transfer_4_positive_normalizedcut3_combined.jpg,positive
transfer_4_positive_normalizedcut4_combined.jpg,positive
transfer_4_negative_normalizedcut5_combined.jpg,negative
transfer_4_negative_normalizedcut6_combined.jpg,negative
transfer_4_negative_normalizedcut7_combined.jpg,negative
transfer_4_negative_normalizedcut8_combined.jpg,negative
transfer_4_positive_normalizedcut9_combined.jpg,positive
transfer_4_negative_normalizedcut10_combined.jpg,negative
transfer_4_transfer_4positive_whole_rot90_combined.jpg,positive
transfer_4_transfer_4positive_whole_rot180_combined.jpg,positive
transfer_4_transfer_4positive_whole_rot270_combined.jpg,positive
transfer_4_negative_normalizedcut1_rot90_combined.jpg,negative
transfer_4_negative_normalizedcut1_rot180_combined.jpg,negative
transfer_4_negative_normalizedcut1_rot270_combined.jpg,negative
transfer_4_negative_normalizedcut2_rot90_combined.jpg,negative
transfer_4_negative_normalizedcut2_rot180_combined.jpg,negative
transfer_4_negative_normalizedcut2_rot270_combined.jpg,negative
transfer_4_positive_normalizedcut3_rot90_combined.jpg,positive
transfer_4_positive_normalizedcut3_rot180_combined.jpg,positive
transfer_4_positive_normalizedcut3_rot270_combined.jpg,positive
transfer_4_positive_normalizedcut4_rot90_combined.jpg,positive
transfer_4_positive_normalizedcut4_rot180_combined.jpg,positive
transfer_4_positive_normalizedcut4_rot270_combined.jpg,positive
transfer_4_negative_normalizedcut5_rot90_combined.jpg,negative
transfer_4_negative_normalizedcut5_rot180_combined.jpg,negative
transfer_4_negative_normalizedcut5_rot270_combined.jpg,negative
transfer_4_negative_normalizedcut6_rot90_combined.jpg,negative
transfer_4_negative_normalizedcut6_rot180_combined.jpg,negative
transfer_4_negative_normalizedcut6_rot270_combined.jpg,negative
transfer_4_negative_normalizedcut7_rot90_combined.jpg,negative
transfer_4_negative_normalizedcut7_rot180_combined.jpg,negative
transfer_4_negative_normalizedcut7_rot270_combined.jpg,negative
transfer_4_negative_normalizedcut8_rot90_combined.jpg,negative
transfer_4_negative_normalizedcut8_rot180_combined.jpg,negative
transfer_4_negative_normalizedcut8_rot270_combined.jpg,negative
transfer_4_positive_normalizedcut9_rot90_combined.jpg,positive
transfer_4_positive_normalizedcut9_rot180_combined.jpg,positive
transfer_4_positive_normalizedcut9_rot270_combined.jpg,positive
transfer_4_negative_normalizedcut10_rot90_combined.jpg,negative
transfer_4_negative_normalizedcut10_rot180_combined.jpg,negative
transfer_4_negative_normalizedcut10_rot270_combined.jpg,negative
transfer_4_transfer_4positive_wholevertmirror_combined.jpg,positive
transfer_4_negative_normalizedcut1vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut2vertmirror_combined.jpg,negative
transfer_4_positive_normalizedcut3vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut4vertmirror_combined.jpg,positive
transfer_4_negative_normalizedcut5vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut6vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut7vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut8vertmirror_combined.jpg,negative
transfer_4_positive_normalizedcut9vertmirror_combined.jpg,positive
transfer_4_negative_normalizedcut10vertmirror_combined.jpg,negative
transfer_4_transfer_4positive_whole_rot90vertmirror_combined.jpg,positive
transfer_4_transfer_4positive_whole_rot180vertmirror_combined.jpg,positive
transfer_4_transfer_4positive_whole_rot270vertmirror_combined.jpg,positive
transfer_4_negative_normalizedcut1_rot90vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut1_rot180vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut1_rot270vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut2_rot90vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut2_rot180vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut2_rot270vertmirror_combined.jpg,negative
transfer_4_positive_normalizedcut3_rot90vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut3_rot180vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut3_rot270vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut4_rot90vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut4_rot180vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut4_rot270vertmirror_combined.jpg,positive
transfer_4_negative_normalizedcut5_rot90vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut5_rot180vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut5_rot270vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut6_rot90vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut6_rot180vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut6_rot270vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut7_rot90vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut7_rot180vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut7_rot270vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut8_rot90vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut8_rot180vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut8_rot270vertmirror_combined.jpg,negative
transfer_4_positive_normalizedcut9_rot90vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut9_rot180vertmirror_combined.jpg,positive
transfer_4_positive_normalizedcut9_rot270vertmirror_combined.jpg,positive
transfer_4_negative_normalizedcut10_rot90vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut10_rot180vertmirror_combined.jpg,negative
transfer_4_negative_normalizedcut10_rot270vertmirror_combined.jpg,negative
transfer_5_transfer_5positive_whole_combined.jpg,positive
transfer_5_negative_normalizedcut1_combined.jpg,negative
transfer_5_negative_normalizedcut2_combined.jpg,negative
transfer_5_negative_normalizedcut3_combined.jpg,negative
transfer_5_positive_normalizedcut4_combined.jpg,positive
transfer_5_negative_normalizedcut5_combined.jpg,negative
transfer_5_negative_normalizedcut6_combined.jpg,negative
transfer_5_negative_normalizedcut7_combined.jpg,negative
transfer_5_negative_normalizedcut8_combined.jpg,negative
transfer_5_positive_normalizedcut9_combined.jpg,positive
transfer_5_negative_normalizedcut10_combined.jpg,negative
transfer_5_transfer_5positive_whole_rot90_combined.jpg,positive
transfer_5_transfer_5positive_whole_rot180_combined.jpg,positive
transfer_5_transfer_5positive_whole_rot270_combined.jpg,positive
transfer_5_negative_normalizedcut1_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut1_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut1_rot270_combined.jpg,negative
transfer_5_negative_normalizedcut2_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut2_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut2_rot270_combined.jpg,negative
transfer_5_negative_normalizedcut3_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut3_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut3_rot270_combined.jpg,negative
transfer_5_positive_normalizedcut4_rot90_combined.jpg,positive
transfer_5_positive_normalizedcut4_rot180_combined.jpg,positive
transfer_5_positive_normalizedcut4_rot270_combined.jpg,positive
transfer_5_negative_normalizedcut5_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut5_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut5_rot270_combined.jpg,negative
transfer_5_negative_normalizedcut6_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut6_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut6_rot270_combined.jpg,negative
transfer_5_negative_normalizedcut7_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut7_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut7_rot270_combined.jpg,negative
transfer_5_negative_normalizedcut8_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut8_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut8_rot270_combined.jpg,negative
transfer_5_positive_normalizedcut9_rot90_combined.jpg,positive
transfer_5_positive_normalizedcut9_rot180_combined.jpg,positive
transfer_5_positive_normalizedcut9_rot270_combined.jpg,positive
transfer_5_negative_normalizedcut10_rot90_combined.jpg,negative
transfer_5_negative_normalizedcut10_rot180_combined.jpg,negative
transfer_5_negative_normalizedcut10_rot270_combined.jpg,negative
transfer_5_transfer_5positive_wholevertmirror_combined.jpg,positive
transfer_5_negative_normalizedcut1vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut2vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut3vertmirror_combined.jpg,negative
transfer_5_positive_normalizedcut4vertmirror_combined.jpg,positive
transfer_5_negative_normalizedcut5vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut6vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut7vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut8vertmirror_combined.jpg,negative
transfer_5_positive_normalizedcut9vertmirror_combined.jpg,positive
transfer_5_negative_normalizedcut10vertmirror_combined.jpg,negative
transfer_5_transfer_5positive_whole_rot90vertmirror_combined.jpg,positive
transfer_5_transfer_5positive_whole_rot180vertmirror_combined.jpg,positive
transfer_5_transfer_5positive_whole_rot270vertmirror_combined.jpg,positive
transfer_5_negative_normalizedcut1_rot90vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut1_rot180vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut1_rot270vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut2_rot90vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut2_rot180vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut2_rot270vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut3_rot90vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut3_rot180vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut3_rot270vertmirror_combined.jpg,negative
transfer_5_positive_normalizedcut4_rot90vertmirror_combined.jpg,positive
transfer_5_positive_normalizedcut4_rot180vertmirror_combined.jpg,positive
transfer_5_positive_normalizedcut4_rot270vertmirror_combined.jpg,positive
transfer_5_negative_normalizedcut5_rot90vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut5_rot180vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut5_rot270vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut6_rot90vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut6_rot180vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut6_rot270vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut7_rot90vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut7_rot180vertmirror_combined.jpg,negative
transfer_5_negative_normalizedcut7_rot270vertmirror_combined.jpg,negative
